rel_path,src,dst,text_nodes,attr_texts,meta_texts
"dlya_professionalov/video/kak_delat_nado,_a_kak_ne_nado?tag=profseries.html","/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/video/kak_delat_nado,_a_kak_ne_nado?tag=profseries.html","/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/video/kak_delat_nado,_a_kak_ne_nado?tag=profseries.html",310,3,0
dlya_professionalov/video/vyistavki_i_seminaryi?tag=shpateli_shitrok.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/video/vyistavki_i_seminaryi?tag=shpateli_shitrok.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/video/vyistavki_i_seminaryi?tag=shpateli_shitrok.html,310,3,2
"dlya_professionalov/video/kak_delat_nado,_a_kak_ne_nado?tag=-1.html","/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/video/kak_delat_nado,_a_kak_ne_nado?tag=-1.html","/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/video/kak_delat_nado,_a_kak_ne_nado?tag=-1.html",310,3,0
dlya_professionalov/video/vyistavki_i_seminaryi?tag=gotovyie_shpatlevki.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/video/vyistavki_i_seminaryi?tag=gotovyie_shpatlevki.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/video/vyistavki_i_seminaryi?tag=gotovyie_shpatlevki.html,310,3,2
dlya_professionalov/video/texnologii_otdelki?tag=instrumentyi.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/video/texnologii_otdelki?tag=instrumentyi.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/video/texnologii_otdelki?tag=instrumentyi.html,310,3,2
dlya_professionalov/video/vyistavki_i_seminaryi?tag=zaglazhivayushhij_shpatel.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/video/vyistavki_i_seminaryi?tag=zaglazhivayushhij_shpatel.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/video/vyistavki_i_seminaryi?tag=zaglazhivayushhij_shpatel.html,310,3,2
dlya_professionalov/video/texnologii_otdelki?tag=_-1.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/video/texnologii_otdelki?tag=_-1.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/video/texnologii_otdelki?tag=_-1.html,317,3,2
dlya_professionalov/video/montazh_gipsokartona_i_malyarnyie_rabotyi_v_karkasnom_dome?tag=mexanizirovannoe_nanesenie.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/video/montazh_gipsokartona_i_malyarnyie_rabotyi_v_karkasnom_dome?tag=mexanizirovannoe_nanesenie.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/video/montazh_gipsokartona_i_malyarnyie_rabotyi_v_karkasnom_dome?tag=mexanizirovannoe_nanesenie.html,310,3,2
"dlya_professionalov/video/kak_delat_nado,_a_kak_ne_nado.html","/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/video/kak_delat_nado,_a_kak_ne_nado.html","/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/video/kak_delat_nado,_a_kak_ne_nado.html",335,7,0
dlya_professionalov/video/obzoryi_produktov?tag=obzor_instrumentov.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/video/obzoryi_produktov?tag=obzor_instrumentov.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/video/obzoryi_produktov?tag=obzor_instrumentov.html,328,3,2
"dlya_professionalov/video/kak_delat_nado,_a_kak_ne_nado?tag=_-1.html","/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/video/kak_delat_nado,_a_kak_ne_nado?tag=_-1.html","/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/video/kak_delat_nado,_a_kak_ne_nado?tag=_-1.html",310,3,0
"dlya_professionalov/video/kak_delat_nado,_a_kak_ne_nado?tag=superfinish.html","/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/video/kak_delat_nado,_a_kak_ne_nado?tag=superfinish.html","/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/video/kak_delat_nado,_a_kak_ne_nado?tag=superfinish.html",316,4,0
dlya_professionalov/video/obzoryi_produktov?tag=danogips.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/video/obzoryi_produktov?tag=danogips.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/video/obzoryi_produktov?tag=danogips.html,349,3,2
"dlya_professionalov/video/kak_delat_nado,_a_kak_ne_nado?tag=_.html","/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/video/kak_delat_nado,_a_kak_ne_nado?tag=_.html","/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/video/kak_delat_nado,_a_kak_ne_nado?tag=_.html",310,3,0
"dlya_professionalov/video/kak_delat_nado,_a_kak_ne_nado?tag=obzor_instrumentov.html","/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/video/kak_delat_nado,_a_kak_ne_nado?tag=obzor_instrumentov.html","/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/video/kak_delat_nado,_a_kak_ne_nado?tag=obzor_instrumentov.html",310,3,0
dlya_professionalov/video/texnologii_otdelki?tag=-1.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/video/texnologii_otdelki?tag=-1.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/video/texnologii_otdelki?tag=-1.html,316,3,2
dlya_professionalov/video/obzoryi_produktov?tag=_.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/video/obzoryi_produktov?tag=_.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/video/obzoryi_produktov?tag=_.html,310,3,2
dlya_professionalov/video/montazh_gipsokartona_i_malyarnyie_rabotyi_v_karkasnom_dome?tag=danogips.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/video/montazh_gipsokartona_i_malyarnyie_rabotyi_v_karkasnom_dome?tag=danogips.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/video/montazh_gipsokartona_i_malyarnyie_rabotyi_v_karkasnom_dome?tag=danogips.html,310,3,2
dlya_professionalov/video/obzoryi_produktov?tag=bumazhnyie_lentyi.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/video/obzoryi_produktov?tag=bumazhnyie_lentyi.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/video/obzoryi_produktov?tag=bumazhnyie_lentyi.html,318,3,2
"dlya_professionalov/video/kak_delat_nado,_a_kak_ne_nado?tag=suxie_shpatlevki.html","/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/video/kak_delat_nado,_a_kak_ne_nado?tag=suxie_shpatlevki.html","/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/video/kak_delat_nado,_a_kak_ne_nado?tag=suxie_shpatlevki.html",324,5,0
dlya_professionalov/video/montazh_gipsokartona_i_malyarnyie_rabotyi_v_karkasnom_dome?tag=instrumentyi_sheetrock.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/video/montazh_gipsokartona_i_malyarnyie_rabotyi_v_karkasnom_dome?tag=instrumentyi_sheetrock.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/video/montazh_gipsokartona_i_malyarnyie_rabotyi_v_karkasnom_dome?tag=instrumentyi_sheetrock.html,310,3,2
dlya_professionalov/video/texnologii_otdelki?tag=bumazhnyie_lentyi.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/video/texnologii_otdelki?tag=bumazhnyie_lentyi.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/video/texnologii_otdelki?tag=bumazhnyie_lentyi.html,310,3,2
"dlya_professionalov/video/kak_delat_nado,_a_kak_ne_nado?tag=obzor_produkczii.html","/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/video/kak_delat_nado,_a_kak_ne_nado?tag=obzor_produkczii.html","/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/video/kak_delat_nado,_a_kak_ne_nado?tag=obzor_produkczii.html",310,3,0
dlya_professionalov/video/montazh_gipsokartona_i_malyarnyie_rabotyi_v_karkasnom_dome?tag=obzor_instrumentov.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/video/montazh_gipsokartona_i_malyarnyie_rabotyi_v_karkasnom_dome?tag=obzor_instrumentov.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/video/montazh_gipsokartona_i_malyarnyie_rabotyi_v_karkasnom_dome?tag=obzor_instrumentov.html,310,3,2
dlya_professionalov/video/montazh_gipsokartona_i_malyarnyie_rabotyi_v_karkasnom_dome?tag=dekorativnoe_nanesenie.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/video/montazh_gipsokartona_i_malyarnyie_rabotyi_v_karkasnom_dome?tag=dekorativnoe_nanesenie.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/video/montazh_gipsokartona_i_malyarnyie_rabotyi_v_karkasnom_dome?tag=dekorativnoe_nanesenie.html,310,3,2
dlya_professionalov/video/montazh_gipsokartona_i_malyarnyie_rabotyi_v_karkasnom_dome?tag=profseries.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/video/montazh_gipsokartona_i_malyarnyie_rabotyi_v_karkasnom_dome?tag=profseries.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/video/montazh_gipsokartona_i_malyarnyie_rabotyi_v_karkasnom_dome?tag=profseries.html,315,3,2
dlya_professionalov/video/vyistavki_i_seminaryi?tag=dlia_nachinaiushchikh.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/video/vyistavki_i_seminaryi?tag=dlia_nachinaiushchikh.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/video/vyistavki_i_seminaryi?tag=dlia_nachinaiushchikh.html,310,3,2
dlya_professionalov/video/texnologii_otdelki?tag=shpateli_shitrok.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/video/texnologii_otdelki?tag=shpateli_shitrok.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/video/texnologii_otdelki?tag=shpateli_shitrok.html,310,3,2
dlya_professionalov/video/texnologii_otdelki?tag=profseries.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/video/texnologii_otdelki?tag=profseries.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/video/texnologii_otdelki?tag=profseries.html,310,3,2
"dlya_professionalov/video/kak_delat_nado,_a_kak_ne_nado?tag=zaglazhivayushhij_shpatel.html","/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/video/kak_delat_nado,_a_kak_ne_nado?tag=zaglazhivayushhij_shpatel.html","/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/video/kak_delat_nado,_a_kak_ne_nado?tag=zaglazhivayushhij_shpatel.html",318,4,0
dlya_professionalov/video/montazh_gipsokartona_i_malyarnyie_rabotyi_v_karkasnom_dome?tag=xopper.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/video/montazh_gipsokartona_i_malyarnyie_rabotyi_v_karkasnom_dome?tag=xopper.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/video/montazh_gipsokartona_i_malyarnyie_rabotyi_v_karkasnom_dome?tag=xopper.html,310,3,2
dlya_professionalov/video/obzoryi_produktov?tag=instrumentyi_shitrok.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/video/obzoryi_produktov?tag=instrumentyi_shitrok.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/video/obzoryi_produktov?tag=instrumentyi_shitrok.html,323,3,2
dlya_professionalov/video/montazh_gipsokartona_i_malyarnyie_rabotyi_v_karkasnom_dome?tag=shpateli_matrix.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/video/montazh_gipsokartona_i_malyarnyie_rabotyi_v_karkasnom_dome?tag=shpateli_matrix.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/video/montazh_gipsokartona_i_malyarnyie_rabotyi_v_karkasnom_dome?tag=shpateli_matrix.html,310,3,2
dlya_professionalov/video/obzoryi_produktov?tag=instrumentyi.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/video/obzoryi_produktov?tag=instrumentyi.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/video/obzoryi_produktov?tag=instrumentyi.html,315,3,2
dlya_professionalov/video/obzoryi_produktov?tag=dano_jet_3.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/video/obzoryi_produktov?tag=dano_jet_3.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/video/obzoryi_produktov?tag=dano_jet_3.html,310,3,2
dlya_professionalov/video/texnologii_otdelki?tag=lentyi_i_ugolki_sheetrock.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/video/texnologii_otdelki?tag=lentyi_i_ugolki_sheetrock.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/video/texnologii_otdelki?tag=lentyi_i_ugolki_sheetrock.html,328,3,2
"dlya_professionalov/video/kak_delat_nado,_a_kak_ne_nado?tag=instrumentyi_shitrok.html","/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/video/kak_delat_nado,_a_kak_ne_nado?tag=instrumentyi_shitrok.html","/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/video/kak_delat_nado,_a_kak_ne_nado?tag=instrumentyi_shitrok.html",310,3,0
dlya_professionalov/video/obzoryi_produktov?tag=lentyi_i_ugolki_sheetrock.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/video/obzoryi_produktov?tag=lentyi_i_ugolki_sheetrock.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/video/obzoryi_produktov?tag=lentyi_i_ugolki_sheetrock.html,328,3,2
dlya_professionalov/video/montazh_gipsokartona_i_malyarnyie_rabotyi_v_karkasnom_dome?tag=novosti.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/video/montazh_gipsokartona_i_malyarnyie_rabotyi_v_karkasnom_dome?tag=novosti.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/video/montazh_gipsokartona_i_malyarnyie_rabotyi_v_karkasnom_dome?tag=novosti.html,310,3,2
dlya_professionalov/video/obzoryi_produktov?tag=superfinish.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/video/obzoryi_produktov?tag=superfinish.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/video/obzoryi_produktov?tag=superfinish.html,348,3,2
dlya_professionalov/video/montazh_gipsokartona_i_malyarnyie_rabotyi_v_karkasnom_dome?tag=dlia_nachinaiushchikh.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/video/montazh_gipsokartona_i_malyarnyie_rabotyi_v_karkasnom_dome?tag=dlia_nachinaiushchikh.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/video/montazh_gipsokartona_i_malyarnyie_rabotyi_v_karkasnom_dome?tag=dlia_nachinaiushchikh.html,337,3,2
dlya_professionalov/video/montazh_gipsokartona_i_malyarnyie_rabotyi_v_karkasnom_dome?tag=otdelka.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/video/montazh_gipsokartona_i_malyarnyie_rabotyi_v_karkasnom_dome?tag=otdelka.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/video/montazh_gipsokartona_i_malyarnyie_rabotyi_v_karkasnom_dome?tag=otdelka.html,310,3,2
dlya_professionalov/video/texnologii_otdelki/stekloxolst_danogips._kleim_na_klej_i_shpatlevku.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/video/texnologii_otdelki/stekloxolst_danogips._kleim_na_klej_i_shpatlevku.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/video/texnologii_otdelki/stekloxolst_danogips._kleim_na_klej_i_shpatlevku.html,276,4,2
dlya_professionalov/video/texnologii_otdelki/kak_nanosit_shpatlevku_shtukaturnyimi_stancziyam.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/video/texnologii_otdelki/kak_nanosit_shpatlevku_shtukaturnyimi_stancziyam.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/video/texnologii_otdelki/kak_nanosit_shpatlevku_shtukaturnyimi_stancziyam.html,290,3,2
dlya_professionalov/video/texnologii_otdelki/top_5_prichin_puzyireniya_shpatlevki.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/video/texnologii_otdelki/top_5_prichin_puzyireniya_shpatlevki.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/video/texnologii_otdelki/top_5_prichin_puzyireniya_shpatlevki.html,277,4,2
"dlya_professionalov/video/texnologii_otdelki/otryiv_stekloxolsta,_prikleennogo_na_superfinish.html","/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/video/texnologii_otdelki/otryiv_stekloxolsta,_prikleennogo_na_superfinish.html","/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/video/texnologii_otdelki/otryiv_stekloxolsta,_prikleennogo_na_superfinish.html",281,3,2
dlya_professionalov/video/texnologii_otdelki/kak_prikleit_lentu_dlya_uglov_s_pomoshhyu_shpaklevki_i_grebenki._sekret_professionalov_danogips.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/video/texnologii_otdelki/kak_prikleit_lentu_dlya_uglov_s_pomoshhyu_shpaklevki_i_grebenki._sekret_professionalov_danogips.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/video/texnologii_otdelki/kak_prikleit_lentu_dlya_uglov_s_pomoshhyu_shpaklevki_i_grebenki._sekret_professionalov_danogips.html,285,3,2
dlya_professionalov/video/texnologii_otdelki/danogips_superfinish_i_danogips_jet_3_ispolzujte_vmeste.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/video/texnologii_otdelki/danogips_superfinish_i_danogips_jet_3_ispolzujte_vmeste.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/video/texnologii_otdelki/danogips_superfinish_i_danogips_jet_3_ispolzujte_vmeste.html,277,4,2
dlya_professionalov/video/texnologii_otdelki/prorezka_stekloxolsta._kak_prikleit_stekloxolst._sovetyi_speczialistov_danogips.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/video/texnologii_otdelki/prorezka_stekloxolsta._kak_prikleit_stekloxolst._sovetyi_speczialistov_danogips.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/video/texnologii_otdelki/prorezka_stekloxolsta._kak_prikleit_stekloxolst._sovetyi_speczialistov_danogips.html,281,3,2
dlya_professionalov/video/texnologii_otdelki/zadelka_shvov_i_styikov_v_konstrukcziyax_iz_gkl.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/video/texnologii_otdelki/zadelka_shvov_i_styikov_v_konstrukcziyax_iz_gkl.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/video/texnologii_otdelki/zadelka_shvov_i_styikov_v_konstrukcziyax_iz_gkl.html,287,3,2
dlya_professionalov/video/texnologii_otdelki/samyij_byistryij_sposob_otdelki_uglov_gkll.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/video/texnologii_otdelki/samyij_byistryij_sposob_otdelki_uglov_gkll.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/video/texnologii_otdelki/samyij_byistryij_sposob_otdelki_uglov_gkll.html,280,3,2
dlya_professionalov/video/texnologii_otdelki/kak_razvesti_shpaklevku.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/video/texnologii_otdelki/kak_razvesti_shpaklevku.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/video/texnologii_otdelki/kak_razvesti_shpaklevku.html,279,3,2
dlya_professionalov/video/texnologii_otdelki/mexanizirovannoe_shpatlevanie_texnologiya_i_sovetyi_naneseniya_ot_masterov.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/video/texnologii_otdelki/mexanizirovannoe_shpatlevanie_texnologiya_i_sovetyi_naneseniya_ot_masterov.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/video/texnologii_otdelki/mexanizirovannoe_shpatlevanie_texnologiya_i_sovetyi_naneseniya_ot_masterov.html,287,3,2
dlya_professionalov/video/texnologii_otdelki/mexanizirovannoe_nanesenie_i_shlifovanie_shpatlevok_danogips.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/video/texnologii_otdelki/mexanizirovannoe_nanesenie_i_shlifovanie_shpatlevok_danogips.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/video/texnologii_otdelki/mexanizirovannoe_nanesenie_i_shlifovanie_shpatlevok_danogips.html,274,4,0
dlya_professionalov/video/texnologii_otdelki/krash_test_sistemyi_stena_bez_treshhin_danogips.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/video/texnologii_otdelki/krash_test_sistemyi_stena_bez_treshhin_danogips.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/video/texnologii_otdelki/krash_test_sistemyi_stena_bez_treshhin_danogips.html,281,3,2
dlya_professionalov/video/texnologii_otdelki/nanesenie_gotovoj_shpatlevki_s_pomoshhyu_valika._sekretyi_professionalov_danogips.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/video/texnologii_otdelki/nanesenie_gotovoj_shpatlevki_s_pomoshhyu_valika._sekretyi_professionalov_danogips.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/video/texnologii_otdelki/nanesenie_gotovoj_shpatlevki_s_pomoshhyu_valika._sekretyi_professionalov_danogips.html,283,3,2
dlya_professionalov/video/texnologii_otdelki/podgotovka_shpatlevki_k_rabote_danogips..html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/video/texnologii_otdelki/podgotovka_shpatlevki_k_rabote_danogips..html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/video/texnologii_otdelki/podgotovka_shpatlevki_k_rabote_danogips..html,283,3,2
dlya_professionalov/video/texnologii_otdelki/shpatlevka_dlya_sten_pod_pokrasku_i_pod_oboi_obzor_danogips_fill_i_finish_light.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/video/texnologii_otdelki/shpatlevka_dlya_sten_pod_pokrasku_i_pod_oboi_obzor_danogips_fill_i_finish_light.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/video/texnologii_otdelki/shpatlevka_dlya_sten_pod_pokrasku_i_pod_oboi_obzor_danogips_fill_i_finish_light.html,283,3,2
dlya_professionalov/video/texnologii_otdelki/kak_kleit_gipsokarton_(shpatlevka_super_finish).html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/video/texnologii_otdelki/kak_kleit_gipsokarton_(shpatlevka_super_finish).html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/video/texnologii_otdelki/kak_kleit_gipsokarton_(shpatlevka_super_finish).html,287,3,2
dlya_professionalov/video/texnologii_otdelki/kak_zadelat_styiki_s_pomoshhyu_bumazhnoj_lentyi.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/video/texnologii_otdelki/kak_zadelat_styiki_s_pomoshhyu_bumazhnoj_lentyi.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/video/texnologii_otdelki/kak_zadelat_styiki_s_pomoshhyu_bumazhnoj_lentyi.html,277,3,2
dlya_professionalov/video/montazh_gipsokartona_i_malyarnyie_rabotyi_v_karkasnom_dome/otdelka_vnutrennix_i_vneshnix_uglow.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/video/montazh_gipsokartona_i_malyarnyie_rabotyi_v_karkasnom_dome/otdelka_vnutrennix_i_vneshnix_uglow.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/video/montazh_gipsokartona_i_malyarnyie_rabotyi_v_karkasnom_dome/otdelka_vnutrennix_i_vneshnix_uglow.html,276,3,2
dlya_professionalov/video/montazh_gipsokartona_i_malyarnyie_rabotyi_v_karkasnom_dome/zadelka_styikov_gkll.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/video/montazh_gipsokartona_i_malyarnyie_rabotyi_v_karkasnom_dome/zadelka_styikov_gkll.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/video/montazh_gipsokartona_i_malyarnyie_rabotyi_v_karkasnom_dome/zadelka_styikov_gkll.html,276,3,2
dlya_professionalov/video/montazh_gipsokartona_i_malyarnyie_rabotyi_v_karkasnom_dome/podgotovka_poverxnosti_k_malyarnyim_rabotam.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/video/montazh_gipsokartona_i_malyarnyie_rabotyi_v_karkasnom_dome/podgotovka_poverxnosti_k_malyarnyim_rabotam.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/video/montazh_gipsokartona_i_malyarnyie_rabotyi_v_karkasnom_dome/podgotovka_poverxnosti_k_malyarnyim_rabotam.html,276,3,3
dlya_professionalov/video/montazh_gipsokartona_i_malyarnyie_rabotyi_v_karkasnom_dome/okraska_sten_i_potolka._oklejka_oboyami._sovetyi_professionalov.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/dlya_professionalov/video/montazh_gipsokartona_i_malyarnyie_rabotyi_v_karkasnom_dome/okraska_sten_i_potolka._oklejka_oboyami._sovetyi_professionalov.html,/Users/dilmurod/Desktop/danogips/www.danogips.ru/uz/dlya_professionalov/video/montazh_gipsokartona_i_malyarnyie_rabotyi_v_karkasnom_dome/okraska_sten_i_potolka._oklejka_oboyami._sovetyi_professionalov.html,276,3,2
